VariableName,Median,Unique_values,Mean,Minimum,Maximum,Quantile_25,Quantile_75,Std_Dev,Null_Count,Date,Time,ProcessID,Data_Stage,Region,SKU
tons,1.0575,0,1.2019137931034483,0.048,2.758,0.7899999999999999,1.709,0.6265732559482335,0,2020-08-11,19:21:59.310985,1,Raw,PESHAWAR,KNORR BLOCK NOODLES CHATPATA 18X264G
