VariableName,Median,Unique_values,Mean,Minimum,Maximum,Quantile_25,Quantile_75,Std_Dev,Null_Count,Date,Time,ProcessID,Data_Stage,Region,SKU
tons,1.864,0,1.8016470588235292,1.2,2.693,1.476,2.154,0.45540160040019495,0,2020-08-12,09:18:30.021072,1,Scoring,PESHAWAR,KNORR BLOCK NOODLES CHATPATA 18X264G
