,Unnamed: 0,Prod5,brand_desc,Prod6,YEAR_c,WEEK_c,month_c,START_DATE,END_DATE,Region,m_sku_cd,m_sku_desc,tons,gsv,zcon,zpr1,y400,min_con_price_per_gram,avg_con_price_per_gram,max_con_price_per_gram,media_spend_value,tons_lag18,tons_lag19,tons_lag20,tons_lag21,tons_lagdiff_18_19,tons_lagdiff_19_20,tons_lagdiff_20_21,tons_rollingmean_18_19_20,media_lag_1,media_lag_2,media_lag_3,media_lag_4,media_lagdiff_1_2,media_lagdiff_2_3,media_lagdiff_3_4,price_lag_1,price_lag_2,price_lag_3,price_lag_4,price_lagdiff_1_2,price_lagdiff_2_3,price_lagdiff_3_4,sec_vol,sec_val,incentive_applied_pop_count,bonus,freeitems,unit,kg,bonus_flag,freeItems_flag,unit_flag,kg_flag,max_bonus,max_freeitems,max_unit,max_kg,min_bonus,min_freeitems,min_unit,min_kg,avg_bonus,avg_freeitems,avg_unit,avg_kg,incentive_applied_pop_count_lag_1,incentive_applied_pop_count_lag_2,incentive_applied_pop_count_lag_3,incentive_applied_pop_count_lag_4,incentive_applied_pop_count_lagdiff_1_2,incentive_applied_pop_count_lagdiff_2_3,incentive_applied_pop_count_lagdiff_3_4,bonus_lag_1,bonus_lag_2,bonus_lag_3,bonus_lag_4,bonus_lagdiff_1_2,bonus_lagdiff_2_3,bonus_lagdiff_3_4,freeitems_lag_1,freeitems_lag_2,freeitems_lag_3,freeitems_lag_4,freeitems_lagdiff_1_2,freeitems_lagdiff_2_3,freeitems_lagdiff_3_4,unit_lag_1,unit_lag_2,unit_lag_3,unit_lag_4,unit_lagdiff_1_2,unit_lagdiff_2_3,unit_lagdiff_3_4,kg_lag_1,kg_lag_2,kg_lag_3,kg_lag_4,kg_lagdiff_1_2,kg_lagdiff_2_3,kg_lagdiff_3_4,incentive_applied_pop_count_lead_1,incentive_applied_pop_count_lead_2,incentive_applied_pop_count_leaddiff_1_2,bonus_lead_1,bonus_lead_2,bonus_leaddiff_1_2,freeitems_lead_1,freeitems_lead_2,freeitems_leaddiff_1_2,unit_lead_1,unit_lead_2,unit_leaddiff_1_2,kg_lead_1,kg_lead_2,kg_leaddiff_1_2
1700,1700,310207013,,310207013RY,2017,52,12,2017-12-25,12/31/2017,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,0.048,14037.6,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,1351700.0,,,,,,,,,1351700.0,1351700.0,1351700.0,6020700.0,0.0,0.0,-4669000.0,5.76924,5.76924,5.76924,5.76924,0.0,0.0,0.0,0.2187,66678.54,115,30,0,0,0,1,0,0,0,3.0,0,0.0,0.0,0.25,0,0.0,0.0,1.275,0,0.0,0.0,51.0,66.0,23.0,34.0,-15.0,43.0,-11.0,21.0,24.0,18.0,18.0,-3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,248.0,-224.0,16.0,40.0,-24.0,0.0,0.0,0.0,0.0,40.0,-40.0,0.0,0.0,0.0
2860,2860,310207013,,310207013RY,2018,17,4,2018-04-23,4/29/2018,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,0.8540000000000001,251273.04,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,13260100.0,0.672,0.855,0.12,0.42,-0.183,0.735,-0.3,0.5489999999999999,13260100.0,13260100.0,13260100.0,10869600.0,0.0,0.0,2390500.0,5.76924,5.76924,5.76924,5.76924,0.0,0.0,0.0,0.1101,33300.31,49,22,0,0,0,1,0,0,0,3.0,0,0.0,0.0,1.5,0,0.0,0.0,2.25,0,0.0,0.0,59.0,63.0,36.0,61.0,-4.0,27.0,-25.0,27.0,27.0,24.0,32.0,0.0,3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,37.0,24.0,31.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,3080,310207013,,310207013RY,2018,16,4,2018-04-16,4/22/2018,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,1.442,425339.28,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,13260100.0,0.855,0.12,0.42,0.9229999999999999,0.735,-0.3,-0.503,0.465,13260100.0,13260100.0,10869600.0,10869600.0,0.0,2390500.0,0.0,5.76924,5.76924,5.76924,5.76924,0.0,0.0,0.0,0.3766,112300.69,59,27,0,0,0,1,0,0,0,3.0,0,0.0,0.0,1.5,0,0.0,0.0,2.333333,0,0.0,0.0,63.0,36.0,61.0,46.0,27.0,-25.0,15.0,27.0,24.0,32.0,25.0,3.0,-8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,61.0,-12.0,22.0,31.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3360,3360,310207013,,310207013RY,2017,50,12,2017-12-11,12/17/2017,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,0.855,252676.8,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,1351700.0,,,,,,,,,1351700.0,6020700.0,6020700.0,,-4669000.0,0.0,,5.76924,5.76924,5.76924,,0.0,0.0,,0.1124,34392.06,66,24,0,0,0,1,0,0,0,3.0,0,0.0,0.0,0.25,0,0.0,0.0,1.59375,0,0.0,0.0,23.0,34.0,27.0,,-11.0,7.0,,18.0,18.0,16.0,,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,51.0,115.0,-64.0,21.0,30.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3560,3560,310207013,,310207013RY,2018,6,2,2018-02-05,2/11/2018,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,1.236,364977.6,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,17810100.0,,,,,,,,,9725100.0,9725100.0,9725100.0,9725100.0,0.0,0.0,0.0,5.76924,5.76924,5.76924,5.76924,0.0,0.0,0.0,0.1221,36809.69,44,52,0,0,0,1,0,0,0,3.5,0,0.0,0.0,1.5,0,0.0,0.0,2.365385,0,0.0,0.0,89.0,421.0,242.0,248.0,-332.0,179.0,-6.0,80.0,42.0,26.0,40.0,38.0,16.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,42.0,40.0,-75.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,-1.0,48.0,17.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,4900,310207013,,310207013RY,2018,8,2,2018-02-19,2/25/2018,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,0.8759999999999999,258291.84,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,17810100.0,,,,,,,,,17810100.0,17810100.0,9725100.0,9725100.0,0.0,8085000.0,0.0,5.76924,5.76924,5.76924,5.76924,0.0,0.0,0.0,0.1522,45466.2,33,17,0,0,0,1,0,0,0,3.0,0,0.0,0.0,1.5,0,0.0,0.0,2.205882,0,0.0,0.0,32.0,44.0,89.0,421.0,-12.0,-45.0,-332.0,48.0,52.0,80.0,42.0,-4.0,-28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,24.0,28.0,18.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4920,4920,310207013,,310207013RY,2018,2,1,2018-01-08,1/14/2018,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,0.22399999999999998,65976.72,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,9725100.0,,,,,,,,,9725100.0,1351700.0,1351700.0,1351700.0,8373400.0,0.0,0.0,5.76924,5.76924,5.76924,5.76924,0.0,0.0,0.0,0.1989,63325.68,248,40,0,40,0,1,0,1,0,3.5,0,1.0,0.0,1.5,0,1.0,0.0,2.3875,0,1.0,0.0,24.0,115.0,51.0,66.0,-91.0,64.0,-15.0,16.0,30.0,21.0,24.0,-14.0,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,421.0,-179.0,26.0,42.0,-16.0,0.0,0.0,0.0,42.0,75.0,-33.0,0.0,0.0,0.0
5340,5340,310207013,,310207013RY,2018,5,1,2018-01-29,2/4/2018,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,0.861,254080.56,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,9725100.0,,,,,,,,,9725100.0,9725100.0,9725100.0,9725100.0,0.0,0.0,0.0,5.76924,5.76924,5.76924,5.76924,0.0,0.0,0.0,0.0648,20822.63,89,80,0,0,0,1,0,0,0,3.5,0,0.0,0.0,1.5,0,0.0,0.0,2.40625,0,0.0,0.0,421.0,242.0,248.0,24.0,179.0,-6.0,224.0,42.0,26.0,40.0,16.0,16.0,-14.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,42.0,40.0,0.0,33.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,32.0,12.0,52.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5880,5880,310207013,,310207013RY,2017,49,12,2017-12-04,12/10/2017,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,0.12,35094.0,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,1351700.0,,,,,,,,,6020700.0,6020700.0,,,0.0,,,5.76924,5.76924,,,0.0,,,0.1033,30882.56,23,18,0,0,0,1,0,0,0,3.0,0,0.0,0.0,0.25,0,0.0,0.0,1.458333,0,0.0,0.0,34.0,27.0,,,7.0,,,18.0,16.0,,,2.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,,,66.0,51.0,15.0,24.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5900,5900,310207013,,310207013RY,2018,18,4,2018-04-30,5/6/2018,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,1.2,353747.52,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,8816500.0,0.048,0.672,0.855,0.12,-0.624,-0.183,0.735,0.525,13260100.0,13260100.0,13260100.0,13260100.0,0.0,0.0,0.0,5.76924,5.76924,5.76924,5.76924,0.0,0.0,0.0,0.2404,72059.62,61,31,0,0,0,1,0,0,0,3.0,0,0.0,0.0,1.5,0,0.0,0.0,2.370968,0,0.0,0.0,49.0,59.0,63.0,36.0,-10.0,-4.0,27.0,22.0,27.0,27.0,24.0,-5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,70.0,-33.0,18.0,27.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5920,5920,310207013,,310207013RY,2017,47,11,2017-11-20,11/26/2017,PESHAWAR,MS67361385,KNORR BLOCK NOODLES CHATPATA 18X264G,0.9229999999999999,272329.44,1523.08,1403.76,-5.48,5.76924,5.76924,5.76924,6020700.0,,,,,,,,,,,,,,,,,,,,,,,0.0874,26281.4,27,16,0,0,0,1,0,0,0,3.0,0,0.0,0.0,0.25,0,0.0,0.0,1.734375,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,23.0,11.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
